CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10918,228.909884,1,2617.85,2426.43,191.42,0,1,0.916667,0.416667,0,0,35,1800,1774.318305,143.208454,0.7,12
C10919,1486.051056,1,716.98,217.06,499.92,273.531783,1,0.25,1,0.083333,1,17,1600,1477.151065,1306.468855,0,12
C10920,337.317432,1,4193.91,3076.01,1117.9,0,1,1,0.583333,0,0,27,3000,3690.904874,210.035264,1,12
C10921,2643.39225,1,965.84,737.79,228.05,0,1,0.75,0.666667,0,0,33,4300,771.299727,627.391113,0,12
C10922,4007.029155,1,7597.09,6761.29,835.8,0,1,1,0.333333,0,0,22,6500,0,,0,12
C10923,128.375213,0.727273,0,0,0,1897.551775,0,0,0,0.083333,2,0,9500,0,,0,12
C10924,2903.779416,1,360.3,112.61,247.69,3501.657389,0.416667,0.083333,0.333333,0.5,10,7,11500,3014.036186,662.40729,0,12
C10925,233.694622,1,1772.55,1352.55,420,0,1,1,0.75,0,0,29,1200,764.816144,227.726516,0.083333,12
C10926,150.52492,1,1850.31,1815.31,35,0,1,1,0.083333,0,0,41,14000,1856.821119,192.520664,0.636364,12
C10927,3066.86081,1,84.65,0,84.65,0,0.75,0,0.75,0,0,9,8000,922.962087,711.596731,0,12
C10928,11.35774,0.555556,223.5,175.5,48,0,0.333333,0.222222,0.111111,0,0,4,17500,192.80601,95.228179,0,9
C10929,6366.085376,0.818182,407.86,307.8,100.06,14827.30716,0.083333,0.083333,0.083333,0.166667,2,5,12500,5722.548016,1746.966239,0,12
C10930,53.339006,1,315.48,0,315.48,0,1,0,1,0,0,12,1000,193.699669,162.729509,0,12
C10931,1917.203534,1,0,0,0,84.438672,0,0,0,0.083333,1,0,2000,468.617347,899.048237,0,12
C10932,361.588846,1,312.69,312.69,0,370.511697,0.25,0.25,0,0.166667,2,5,7500,867.628724,167.467416,0,12
C10933,5878.663267,1,1230.08,1000,230.08,4665.557504,1,0.083333,1,0.666667,24,13,6500,2535.48125,2434.435407,0,12
C10934,7143.680599,1,0,0,0,2999.900367,0,0,0,0.25,3,0,13000,8733.20327,1927.887547,0,12
C10935,559.944819,0.818182,0,0,0,1379.58783,0,0,0,0.166667,3,0,3000,1964.825042,242.677632,0.142857,12
C10936,79.625341,1,701.44,701.44,0,0,1,1,0,0,0,13,6000,0,,0,12
C10937,1701.20332,1,302,0,302,796.570678,0.5,0,0.416667,0.083333,1,6,2000,784.873315,567.761469,0,12
C10939,993.662006,1,348.88,348.88,0,0,0.333333,0.333333,0,0,0,4,1200,335.62347,255.439979,0,12
C10940,939.152528,1,3393.25,3364.59,77.66,0,0.25,0.25,0.083333,0,0,5,9000,2768.821579,267.093439,0,12
C10941,7427.807223,1,205.89,110,95.89,3697.222827,0.416667,0.083333,0.416667,0.666667,11,12,9500,2404.231683,2364.114477,0,12
C10942,2746.923673,1,0,0,0,4289.506847,0,0,0,0.333333,11,0,6500,2017.190799,622.503528,0,12
C10943,24.820164,0.727273,209,0,209,0,0.5,0,0.333333,0,0,6,1500,278.257109,153.048247,0.75,12
C10944,31.702357,0.181818,1051.52,732.2,319.32,0,1,0.083333,1,0,0,16,4600,5384.409792,13.545097,0,12
C10945,1023.323593,1,253.37,196.37,57,0,0.916667,0.5,0.5,0,0,16,1200,463.956486,250.187987,0,12
C10946,2.957267,0.272727,202.72,0,202.72,0,0.833333,0,0.833333,0,0,10,4500,31.596193,53.011601,0,12
C10947,1068.434064,1,27,0,27,0,0.083333,0,0.083333,0,0,1,1200,219.692369,310.32899,0,12
C10949,6725.109914,1,6335.65,912.12,5423.53,0,1,0.583333,1,0,0,108,11000,3203.884297,2658.77669,0,12
C10950,515.135703,1,2457.48,1272.5,1184.98,0,1,0.583333,1,0,0,69,7000,2858.180367,177.692271,0.25,12
C10951,0.867528,0.272727,26.62,0,26.62,0,0.333333,0,0.333333,0,0,4,4500,18.336805,8.745383,0.090909,12
C10952,542.051302,1,4896.9,721.46,4175.44,960.975083,1,0.416667,0.916667,0.083333,2,64,2500,5338.901791,173.182819,1,12
C10953,39.798993,0.454545,20.09,20.09,0,0,0.333333,0.333333,0,0,0,5,3200,0,,0,12
C10954,1894.11023,1,678,678,0,0,1,1,0,0,0,12,2000,992.569418,1111.413896,0,12
C10955,5980.58247,1,0,0,0,12008.08079,0,0,0,0.416667,30,0,11000,9736.897362,1596.893256,0.083333,12
C10956,176.721561,1,1707.26,403.54,1303.72,0,0.916667,0.083333,0.833333,0,0,18,3300,0,,0,12
C10957,4223.832142,1,0,0,0,3305.855177,0,0,0,0.5,18,0,4500,0,,0,12
C10958,55.741802,0.818182,963.35,300,663.35,0,0.75,0.083333,0.583333,0,0,11,14000,1062.303105,142.613239,0.7,12
C10959,179.290727,1,2540.9,1234.77,1306.13,0,0.916667,0.833333,0.916667,0,0,30,5000,2478.954766,168.750901,1,12
C10960,634.825209,1,1478.36,1343.45,134.91,0,0.5,0.416667,0.166667,0,0,12,1200,1371.998686,336.282655,0,12
C10961,6002.618198,1,0,0,0,1163.462217,0,0,0,0.5,10,0,6500,1498.948148,1837.998855,0,12
C10962,1104.960744,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1200,293.890715,448.973668,0,12
C10963,851.278168,0.727273,0,0,0,2037.036785,0,0,0,0.166667,3,0,3000,4998.620598,282.771821,0.111111,12
C10965,914.222213,1,563.39,400.14,163.25,136.50351,0.916667,0.5,0.916667,0.333333,5,40,900,0,,0,12
C10966,3122.171879,1,974.3,712.3,262,189.408446,0.75,0.583333,0.416667,0.416667,5,21,3000,1520.760286,2019.977973,0,12
C10967,645.528692,1,0,0,0,6479.639793,0,0,0,0.083333,1,0,10000,0,,0,12
C10968,1803.898764,1,562.01,63.6,498.41,0,1,0.083333,1,0,0,19,1800,2010.58964,2411.664639,0,12
C10969,330.273411,1,53.8,53.8,0,0,0.25,0.25,0,0,0,6,2500,429.112894,171.6492,0,12
C10970,1168.040482,0.909091,1113.1,801.19,311.91,0,0.833333,0.416667,0.75,0,0,26,6500,4239.684074,563.283083,0,12
C10971,4593.577983,1,0,0,0,393.742621,0,0,0,0.1,1,0,5250,1064.91324,1558.017969,0,10
C10972,391.179957,0.909091,7363.38,6965.06,398.32,0,0.833333,0.666667,0.416667,0,0,42,4500,11891.44907,889.95708,1,12
C10973,12358.32132,1,421.15,0,421.15,5690.168909,0.583333,0,0.583333,0.583333,11,7,17000,4131.495556,2959.446172,0,12
C10974,95.645669,0.272727,566.43,463.8,102.63,0,0.166667,0.166667,0.083333,0,0,3,9000,73.895095,199.884984,0,12
C10975,2072.457624,1,17409.21,11263.17,6146.04,0,1,1,1,0,0,175,19500,19517.1616,517.324081,0.333333,12
C10976,3215.307061,1,0,0,0,629.109981,0,0,0,0.583333,11,0,3500,1333.839527,1644.952704,0,12
C10977,2437.750644,0.9,1177.64,1177.64,0,2961.278225,0.5,0.5,0,0.4,7,29,3000,1325.182603,1000.843859,0,10
C10978,460.432607,1,1009.44,858.48,150.96,0,0.916667,0.583333,0.75,0,0,25,4000,1292.401995,221.145007,0,12
C10979,1895.695148,1,200,200,0,493.281286,0.083333,0.083333,0,0.25,7,3,2000,861.663355,3302.012395,0,12
C10980,51.161976,0.25,736.72,736.72,0,0,0.5,0.5,0,0,0,5,4500,1665.89154,54.443091,1,8
C10981,40.332553,0.545455,158.37,0,158.37,0,0.083333,0,0.083333,0,0,1,3000,2280.290156,72.792874,0,12
C10982,1.355556,0.727273,0.01,0.01,0,0,0.083333,0.083333,0,0,0,1,6500,0,,0,12
C10983,1462.280124,1,516,0,516,0,1,0,1,0,0,12,1500,752.367432,1009.381645,0,12
C10984,337.629461,1,251.44,251.44,0,0,1,1,0,0,0,12,6000,0,,0,12
C10985,1518.813947,1,2110.98,1748.98,362,0,0.9,0.5,0.6,0,0,20,1700,663.894987,555.397214,0,10
C10986,1538.569369,1,3852.37,2681.99,1170.38,0,1,0.75,0.75,0,0,35,6000,3386.915692,393.411779,0.272727,12
C10987,1084.291919,1,270,270,0,0,0.25,0.25,0,0,0,3,1200,371.168672,229.778025,0,12
C10988,3908.10498,1,1238.12,1159.3,78.82,1799.316522,0.666667,0.583333,0.166667,0.25,4,13,6000,1147.443975,870.610813,0,12
C10989,16.553858,0.272727,308.16,308.16,0,0,0.25,0.25,0,0,0,3,2500,291.719987,28.242152,0,12
C10990,243.010712,0.363636,0,0,0,1222.166225,0,0,0,0.166667,3,0,12000,196.932031,58.778054,0,12
C10991,463.07144,1,1817.84,1817.84,0,0,0.333333,0.333333,0,0,0,4,6000,0,,0,12
C10992,192.037218,0.909091,1000,1000,0,0,0.083333,0.083333,0,0,0,1,1500,1128.431348,157.31769,0.090909,12
C10993,1493.440295,1,0,0,0,77.328556,0,0,0,0.25,3,0,1600,455.872747,430.722903,0,12
C10994,853.34928,0.8,3209.14,2795.14,414,898.013564,0.7,0.6,0.5,0.2,3,28,10000,2841.834049,255.098434,0,10
C10995,1295.446588,1,886.37,886.37,0,1310.182842,0.333333,0.333333,0,0.416667,8,7,1800,2966.291948,493.349977,0,12
C10996,4890.470857,0.909091,0,0,0,9009.157522,0,0,0,0.454545,5,0,7500,7296.483613,1278.064978,0,11
C10997,1905.101343,1,455.72,0,455.72,0,1,0,1,0,0,22,3000,576.311637,701.949213,0,12
C10998,69.016286,0.909091,749.9,0,749.9,0,0.909091,0,0.818182,0,0,10,1500,701.387872,152.188982,0.777778,11
C10999,2872.838687,1,555,0,555,0,0.666667,0,0.583333,0,0,12,3000,1397.027257,1680.543762,0,12
C11000,2437.73951,1,1093.93,695.29,398.64,822.700458,1,0.25,1,0.166667,4,15,2900,556.213673,1049.416303,0,12
C11001,160.816558,1,1755.76,1755.76,0,0,1,1,0,0,0,20,2500,1633.050111,194.343579,0.916667,12
C11002,2802.369018,1,829.15,0,829.15,476.329395,0.416667,0,0.333333,0.083333,1,5,3000,1393.564911,634.196389,0,12
C11003,4618.091584,1,541.68,541.68,0,3580.753362,0.166667,0.166667,0,0.166667,2,2,8500,0,,0,12
C11004,3108.393701,0.9,26582.34,15158.9,11423.44,0,0.9,0.8,0.8,0,0,55,28000,26557.09724,586.029097,0.875,10
C11005,3946.421177,1,1508.54,1508.54,0,0,1,1,0,0,0,16,8500,0,,0,12
C11006,560.414016,1,99,99,0,909.10915,0.083333,0.083333,0,0.25,3,1,1000,407.819493,141.935936,0,12
C11007,2001.030926,1,1534.98,1424.58,110.4,1407.204652,1,0.75,0.333333,0.666667,17,32,4000,867.884346,1313.87778,0,12
C11008,1216.893766,1,76.3,76.3,0,0,0.166667,0.166667,0,0,0,3,1200,533.085955,7781.671432,0,12
C11009,343.966223,1,3927.12,0,3927.12,0,1,0,1,0,0,34,5500,3626.983417,198.454649,0.333333,12
C11010,887.679317,1,1486.31,179.75,1306.56,0,1,0.833333,0.916667,0,0,39,1800,0,,0,12
C11011,5573.146558,1,435.14,435.14,0,3935.733135,1,1,0,0.333333,7,14,7000,1587.909833,1390.110596,0,12
C11012,31.490163,0.636364,280.35,280.35,0,900.547414,0.166667,0.166667,0,0.166667,2,3,4000,0,,0,12
C11013,1464.19148,1,367.94,246.2,121.74,0,0.583333,0.25,0.416667,0,0,9,1500,719.945677,1546.605424,0,12
C11014,114.38833,1,182,0,182,0,0.333333,0,0.333333,0,0,4,1500,169.708108,168.97377,0.083333,12
C11015,1355.312146,0.818182,1682.06,1383.74,298.32,0,1,0.25,1,0,0,15,13000,6965.353704,487.620635,0,12
C11016,357.62718,1,3070.45,1864.11,1206.34,0,0.916667,0.916667,0.416667,0,0,20,18500,4023.111073,169.763154,1,12
C11017,1368.288512,1,34,0,34,135.178439,0.083333,0,0.083333,0.25,3,1,1600,1913.744848,530.3496,0,12
C11018,2870.08219,0.909091,490.21,490.21,0,10735.1018,0.272727,0.272727,0,0.636364,29,3,6000,5956.127312,991.468328,0,11
C11019,2797.233197,1,2197.21,1101.76,1095.45,1824.823395,1,0.25,1,0.083333,2,31,4000,0,,0,12
C11020,1055.53207,1,170,0,170,0,0.25,0,0.166667,0,0,3,1200,229.301004,299.351881,0,12
C11021,3421.5478,1,36,0,36,19.042417,0.083333,0,0.083333,0.083333,1,1,3500,404.993426,10849.43809,0,12
C11022,165.700863,1,1806.97,132.81,1674.16,0,1,0.25,1,0,0,28,3500,1595.482975,163.30874,1,12
C11023,5317.783607,1,0,0,0,5833.696908,0,0,0,0.416667,8,0,6500,3154.862353,1369.775906,0,12
C11024,1532.278572,1,2612.1,1375.5,1236.6,0,0.916667,0.916667,0.75,0,0,135,6500,1348.321843,433.618672,0,12
C11025,1506.516549,1,1188.78,179.56,1009.22,65.104506,1,0.333333,1,0.083333,2,91,6500,2813.165078,369.901866,0.166667,12
C11026,195.804466,0.909091,0,0,0,477.378737,0,0,0,0.083333,1,0,1950,550.825801,140.447701,0.1,12
C11027,2845.16043,0.727273,735.09,652.94,82.15,0,0.666667,0.25,0.333333,0,0,8,10500,6006.492582,888.901116,0,12
C11028,1268.352178,1,1533.28,0,1533.28,2294.002357,1,0,0.916667,0.333333,8,20,1200,3363.275481,2639.29297,0,12
C11029,1250.394614,0.909091,443.99,443.99,0,0,0.272727,0.272727,0,0,0,3,3500,273.823646,259.715939,0,11
C11030,9.503968,1,96.62,0,96.62,0,1,0,1,0,0,19,4500,1086.932525,92.217936,0.25,12
C11031,2285.068731,1,0,0,0,1173.310874,0,0,0,0.166667,5,0,2500,381.672065,1003.265207,0,12
C11032,2928.756699,1,160.92,0,160.92,319.931964,1,0,1,0.333333,5,12,3000,1142.847203,1098.479834,0,12
C11033,1460.178578,1,937.96,100,837.96,0,1,0.083333,1,0,0,40,1500,1186.859701,1320.855292,0,12
